id,news,label_1,label_2
280,"Social media posts attribute a list of points about the novel coronavirus to Johns Hopkins, a leading source of information on the virus.",1,FALSE
281,�Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of� the novel coronavirus.,0,FALSE
282,�Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!�,0,FALSE
283,Russian President Putin released 500 lions onto the streets to keep people indoors.,0,FALSE
284,Study suggests malaria drug can treat coronavirus.,0,FALSE
285,President Trump refers to the coronavirus as a hoax in an audio clip.,1,FALSE
286,An audio message lists five ways people can prevent the novel coronavirus.,0,FALSE
287,"�This lady here applied sanitizer to her hands/forearms and went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.�",0,FALSE
288,"NY Governor Andrew Cuomo did not reject buying 16,000 ventilators in 2015.",0,FALSE
289,"Tom Hanks died, confessed admiration for Trump.",0,FALSE
290,"�Boil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages � Mucus is the problem, it�s where the virus lives!�",1,FALSE
291,Helicopters Are Spraying Disinfectants To Try To Eradicate Coronavirus.,0,FALSE
292,Helicopters are spraying disinfectants to stop the spread of coronavirus.,0,FALSE
293,Initial lack of evidence for human-to-human COVID-19 transmission unusual.,0,FALSE
294,Drinking alcohol beverages can help prevent COVID-19.,1,FALSE
295,IPhoto shows people falling dead on Italian streets from COVID-19.,0,FALSE
296,Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask.,0,FALSE
297,"Italian Prime Minister Giuseppe Conte said, Ã’We have lost control, we have killed the epidemic physically and mentally. CanÃ•t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your ",0,FALSE
298,Black people are immune to the coronavirus.,0,FALSE
299,Boiled orange peels with cayenne pepper are a cure for coronavirus.,0,FALSE
300,�Go to 2020census.gov and fill out this census form so you can get your stimulus check.�,0,FALSE
301,"�In Chicago, COVID-19 actually lowered the death rate.�",0,FALSE
302,COVID-19 stands for Ã’Chinese Originated Viral Infectious Disea,1,FALSE
303,Coronavirus cases linked to 5G rollout.,0,FALSE
304,Photo shows coffins from coronavirus outbreak in Italy.,0,FALSE
305,"�If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.�",0,FALSE
306,Biden campaign claims a top CDC official was Ã’silenc,0,FALSE
307,A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis.,0,FALSE
308,Quotes Joe Biden as saying Ã’people who have never died before are now dying from coronavir,0,FALSE
309,A video from a British broadcaster shows Italian coronavirus victims got taken down.,0,FALSE
310,Fill out a 2020 U.S. Census form to receive an economic stimulus payment.,0,FALSE
311,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.,1,FALSE
312,Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.,1,FALSE
313,US Homeland Security mobilizing National Guard to combat coronavirus.,0,FALSE
314,"Muammar Gaddafi predicted the current coronavirus pandemic, and warned it would be created by the same people who would then sell the Ã’antidot",0,FALSE
315,ItalyÃ•s president was caught on camera crying over and regretting countryÃ•s coronavirus r,0,FALSE
316,Joe Biden tested positive for coronavirus.,0,FALSE
317,"ThereÃ•s definitive proof that chloroquine, hydroxychloroquine, are effective against COVID",0,FALSE
318,Using sauna or aiming a hairdryer at oneÃ•s nose will kill the coronavi,0,FALSE
319,BelgiumÃ•s health minister banned sex inside or with 3 or more peo,0,FALSE
320,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,0,FALSE
321,�Fish tank additive may treat coronavirus.�,0,FALSE
322,Fox News won Pulitzer for coronavirus coverage.,0,FALSE
323,�Wisconsin is the only state where all Republicans voted against protecting its citizens.�,1,FALSE
324,"The Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase.",0,FALSE
325,Bill Gates has access to your DNA and ownership in WHO.,1,FALSE
326,Biden claims that Trump eliminated the White House pandemic office.,0,FALSE
327,"Donald Trump said about coronavirus, Ã’People are dying who have never died befo",1,FALSE
328,5G technology caused the coronavirus.,0,FALSE
329,WHO director overstated COVID-19 fatality rate as higher than flu.,1,FALSE
330,Claim that Ã’there is noÃ“ COVID-1,1,FALSE
331,"Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they Ã’will enter your home and physically attempt robbe",0,FALSE
332,Walmart is closing hundreds of its stores.,0,FALSE
333,Breathing air from a hair dryer or a sauna can prevent or cure COVID-19,0,FALSE
334,Cristiano Ronaldo bought private island to escape coronavirus.,0,FALSE
335,Trump said Ã’people are dying who have never died befo,0,FALSE
336,Martial law is imminent in United States.,0,FALSE
337,Obama family flown to private island to escape coronavirus pandemic.,0,FALSE
338,"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was Ã’readyÃ“ to be admin",0,FALSE
339,"The federal government is Ã’preparing to mobilize the national guard,Ã“ Ã’dispatch them across the US with militaryÃ“ and Ã’announce a nationwide 1 week quarantin",0,FALSE
340,Link takes viewers to application for FEMA assistance in the US.,0,FALSE
341,For coronavirus cases Ã’in the U.S. 38% of those hospitalized are under ,1,FALSE
342,Image claims to show dozens of coffins of Italians who have died from COVID-19.,0,FALSE
343,�Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.�,0,FALSE
344,These at-home Coronavirus testing kits are real.,0,FALSE
345,"COVID-19 is no worse than other outbreaks that have occurred in Ã’every election year,Ã“ suggesting that the new coronavirus is being Ã’hypedÃ“ to hurt Preside",1,FALSE
346,"President Donald Trump said, Ã’People are dying who have never died befo",0,FALSE
347,"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining CanadaÃ•s alleged response to the outbreak flourished on social me",0,FALSE
348,"The coronavirus Ã’snuck up on us,Ã“ adding that it is Ã’a very unfore",0,FALSE
349,"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weÃ•ve been mak",0,FALSE
350,Evidence shows the WHO director-general overstated COVID-19 fatality rate,1,FALSE
351,5G Technology believed to have caused the coronavirus.,1,FALSE
352,"2019 coronavirus can live for Ã’up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless ste",0,FALSE
353,Trump Is Promising To Send Americans Checks Ã Only After Checking PeopleÃ•s Social Media H,1,FALSE
354,"�China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that�s why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.�",0,FALSE
355,5G Technology Believed To Have Caused coronavirus,0,FALSE
356,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,0,FALSE
357,American fast-food chain HardeeÃ•s is advising truckers to walk up to drive-thrus during coronavirus pande,0,FALSE
358,U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyoneÃ•s calls and see everyoneÃ•s private m,0,FALSE
359,"President Donald Trump tweeted, Ã’I ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldnÃ•t think of offending you with a check if IÃ•m not your presi",1,FALSE
360,A dog vaccine can be used against coronavirus in people.,1,FALSE
361,President TrumpÃ•s use of data for deaths from swine flu and seasonal ,0,FALSE
362,Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?,1,FALSE
363,15 minutes in a sauna will kill the coronavirus.,0,FALSE
364,�U.S. deaths since 1/22/20,0,FALSE
365,"�While all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryption� which means �the government will be able to see all of your messages and listen to all of your calls.�",0,FALSE
366,Eating bananas prevents coronavirus.,1,FALSE
367,Italy has mandated no treatment of all elderly patients for coronavirus.,0,FALSE
368,Having a beard increases your chances of getting coronavirus.,1,FALSE
369,All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.,0,FALSE
370,The WHO coronavirus test Ã’was a bad te,1,FALSE
371,List comparing diseases with coronavirus.,1,FALSE
372,�People are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!�,0,FALSE
373,COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.,0,FALSE
374,U.S. President Donald Trump or presidential candidate Joe Biden referred to the novel coronavirus pandemic as a time when Ã’people are dying that have never died befo,0,FALSE
375,"In the United States, WIC receivers still only get one type of food during a pandemic.",0,FALSE
376,Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.,0,FALSE
377,"�All U.S. citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting 3/17/20.�",0,FALSE
378,A flyer offers official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the U.S. state of Oregon.,0,FALSE
379,"�I�ve always known this is a real, this is a pandemic. I�ve felt it was a pandemic long before it was called a pandemic.�",0,FALSE
380,President Donald Trump in the next 48 to 72 hours will impose a nationwide Ã’mandatory quaranti,1,FALSE
381,Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,0,FALSE
382,Tanker train marked with Ã’COVID-19Ã“ on i,0,FALSE
383,A military Humvee labeled Ã’COVID-19 quarantine teamÃ“ was on Interstate 696 in M,1,FALSE
384,Gargling water with salt or vinegar Ã’eliminatesÃ“ the coro,1,FALSE
385,CDC warns people that morel mushroom increases coronavirus risk by 200%.,0,FALSE
386,"Flu vaccine increases coronavirus risk 36%, says military study.",0,FALSE
387,The government is closing businesses to stop the spread of coronavirus even though Ã’the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to somethin,1,FALSE
388,President Donald Trump is Ã’announcing tomorrow that the U.S. is going into quarantine for the next 14 da,0,FALSE
389,Photos show animals returning to clear Venice canals.,1,FALSE
390,President Donald Trump Ã’will evoke (sic) what is called the Stafford actÃ“ and Ã’order a two week mandatory quarantine for ,0,FALSE
391,"�Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.�",1,FALSE
392,�Sunlight actually can kill the [novel coronavirus].�,1,FALSE
393,All baby formula providers are shipping formula for free during the coronavirus outbreak.,0,FALSE
394,Claim that Dr. Anthony FauciÃ•s statement that the coronavirus death rate is 10 times that of the seasonal flu is Ã’a claim without any scientific,1,FALSE
395,No evidence that 5G is being forcibly installed in schools.,0,FALSE
396,Dallas student celebrating spring break collapses from coronavirus.,0,FALSE
397,Coronavirus is the least deadly virus.,0,FALSE
398,Cristiano Ronaldo is turning his hotels into hospitals to fight coronavirus.,0,FALSE
399,WalMart reducing hours of operation.,0,FALSE
400,The WHO offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.�,0,FALSE
401,Says businesses will give you free baby formula during the coronavirus outbreak.,1,FALSE
402,"�George Soros owns the WuXi PHARMA LAB located in Wuhan, China, where COVID-19 was developed and conveniently broke out.�",1,FALSE
403,Did genetic mutations cause the coronavirus to become more dangerous.,1,FALSE
404,"President Donald Trump Ã’cut funding to the CDC,Ã“ Ã’fired the Pandemic Response Team,Ã“ Ã’refused WHO testsÃ“ and Ã’wasted two weeks calling this ",0,FALSE
405,"A meme shows an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above barren shelves during the ongoing COVID-19 pandemic.",0,FALSE
406,Coronavirus is just Ã’the damn f,1,FALSE
407,A video viewed more than 2.4 million times on Facebook urges people to inhale steam to Ã’killÃ“ the novel coro,0,FALSE
408,The novel coronavirus is not new.,0,FALSE
409,�COVID-19 started because we eat animals.�,1,FALSE
410,"A meme posted offers mixed advice Ã‘ some true, some false Ã‘ about coronavirus pro",0,FALSE
411,"�So Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.�",1,FALSE
412,�Bill Gates told us about the coronavirus in 2015.�,0,FALSE
413,"Says that Ã’over a 45-minute period that we had the press conferenceÃ“ on the coronavirus on March 13, 2020, the stock market set Ã’an all-t",0,FALSE
414,Curfew issued for Bossier city due to coronavirus.,1,FALSE
415,CEO Resignations Are Linked To Global Conspiracy.,1,FALSE
416,Coronavirus is found in crab legs.,0,FALSE
417,Military on streets of Philadelphia preparing to invoke martial law and bring citizens to FEMA camps.,0,FALSE
418,A post shows a rail freight tanker with Ã’COVID-19Ã“ stamped on o,1,FALSE
419,�Italy has decided not to treat their elderly for this virus.�,0,FALSE
420,LGBTQ people in the US are demanding to be treated first for coronavirus.,0,FALSE
421,Says The New York Times exposed the Ã’real reason behind coronavirus ,0,FALSE
422,The coronavirus scare began after impeachment.,0,FALSE
423,�It�s actually the safest time to fly.�,1,FALSE
424,Supermarkets are recalling coronavirus-infected toilet paper.,0,FALSE
425,Man did pass along coronavirus infection at a WalMart in Louisiana.,0,FALSE
426,In South Florida Ã’all children and adults must remain in their homesÃ“ due to coro,0,FALSE
427,NYC did implement a citywide quarantine.,0,FALSE
428,"A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to Ã’protect against coronavir",0,FALSE
429,Drinking Ã’water a lot and gargling with warm water and salt or vinegar eliminatesÃ“ the coro,0,FALSE
430,"""President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.""",0,FALSE
431,"A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the Ã’least deadly vir",0,FALSE
432,The U.S. presidential election is canceled due to coronavirus.,0,FALSE
433,Of the Trump administrationÃ•s European travel restrictions that exempt the ,1,FALSE
434,Australian hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1,FALSE
435,A former and controversial CIA officer said coronavirus was made in a lab.,0,FALSE
436,"If you donate blood, Ã’they HAVE to test youÃ“ for coro",1,FALSE
437,"�During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.�",0,FALSE
438,"Donald Trump claims Joe Biden Ã’was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings and a 78% approval rating, the highest on record. His was lowe",1,FALSE
439,Says Nancy Pelosi was Ã’caught trying to include abortion funding in bill to combat coronavir,0,FALSE
440,"In 2007, Ã’The SimpsonsÃ“ predicted Tom Hanks would contract coronavirus ",0,FALSE
441,�The CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.�,1,FALSE
442,Says Tom Hanks has a volleyball to keep him company while heÃ•s quaranti,0,FALSE
443,COVID-19 came to the United States in 2019.,0,FALSE
444,�MSNBC actually said on air �I hope enough people die from coronavirus that it harms Trump�s re-election.��,0,FALSE
445,�NYC man drops dead in middle of street � suspected coronavirus!�,0,FALSE
446,The health insurance industry has Ã’agreed to waive all co-payments for coronavirus treatmen,0,FALSE
447,Coronavirus found in toilet paper.,0,FALSE
448,Gargling salt water and vinegar will kill the virus.,0,FALSE
449,You can monitor yourself for COVID-19 with a breath test.,0,FALSE
450,Tweet says Daniel Radcliffe has the coronavirus.,1,FALSE
451,Post says Harvard scientists say the coronavirus is Ã’spreading so fast that it will infect 70% of humanity this ye,0,FALSE
452,Every U.S. election year has a disease outbreak.,0,FALSE
453,"10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.",0,FALSE
454,Post says Ã’President Trump has come into contact with a potential coronavirus suffer,0,FALSE
455,Donating blood in the U.S. can get you a novel coronavirus test.,0,FALSE
456,Says 80% of novel coronavirus cases are Ã’mi,0,FALSE
457,Post says Ã’being exposed to the sun for two hoursÃ“ kills the 2019 coro,0,FALSE
458,Freshly boiled garlic water is a cure for coronavirus.,0,FALSE
459,Department of Homeland Security official says illegal border crossings may spread coronavirus.,0,FALSE
460,A NYC Man With Suspected Coronavirus Drops Dead in the Middle of the Street.,1,FALSE
461,Hand sanitizer will Ã’do nothing for the coronavir,0,FALSE
462,�(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?�,1,FALSE
463,�Coronavirus � 22. Clintons � 39.�,0,FALSE
464,States are imposing mandatory leave and statewise school closures due to coronavirus.,0,FALSE
465,"A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",1,FALSE
466,Consuming colloidal silver can prevent or treat novel coronavirus.,0,FALSE
467,"U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",1,FALSE
468,�More people have died from knowing Hillary (Clinton)� than from coronavirus.,0,FALSE
469,"As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.",0,FALSE
470,Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,0,FALSE
471,Bloggers say Nancy Pelosi delayed coronavirus funding so Ã’Dems could campaign on ,0,FALSE
472,The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,0,FALSE
473,CDC sponsored Facebook post asking for help with Ã’escapedÃ“ coronavirus ,0,FALSE
474,"If the coronavirus gets in your mouth, Ã’drinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the vir",0,FALSE
475,�Anybody that wants a test (for the coronavirus) can get a test.�,0,FALSE
476,Donating plasma or blood is free testing for the coronavirus.,0,FALSE
477,Novel coronavirus has a 99.7% survival rate.,0,FALSE
478,"The coronavirus test costs $3,200.",1,FALSE
479,Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,0,FALSE
480,"President Donald Trump tweeted, Ã’Coronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at invent",1,FALSE
481,The coronavirus outbreak is caused by 5G technology.,1,FALSE
482,Shanghai government officially recommends Vitamin C for COVID-19.,1,FALSE
483,Officials say coronavirus killed 200 in Iran.,1,FALSE
484,"�Man visited Albany, N.Y., days before dying from coronavirus.�",0,FALSE
485,TrumpÃ•s effort to blame Obama for sluggish coronavirus test,0,FALSE
486,"�The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6.�",0,FALSE
487,The common cold is the only type of coronavirus.,0,FALSE
488,The media Ã’pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavir,0,FALSE
489,�The Obama administration made a decision on testing that turned out to be very detrimental to what we�re doing� on the coronavirus.,0,FALSE
490,The Obama administration Ã’didnÃ•t do anything aboutÃ�,1,FALSE
491,"�With regard to the cost, let me be very clear",0,FALSE
492,Patents mean deadly diseases and viruses were created or invented in a lab.,0,FALSE
493,Ads are selling masks protecting against COVID-19.,0,FALSE
494,Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,0,FALSE
495,Video shows President Donald Trump saying COVID-19 is the DemocratsÃ• Ã’ne,1,FALSE
496,An image shows Senate Minority Leader Chuck Schumer criticizing President TrumpÃ•s restrictions on foreign nationals traveling to the U.S. from Ch,0,FALSE
497,The government Ã‘ or specific states such as Michigan or Florida Ã‘ has mandated that employers and schools close for tw,0,FALSE
498,Pope Francis and his two aides have been infected with the new coronavirus,0,FALSE
499,A bovine vaccine can be used to inoculate people against coronavirus.,0,FALSE
500,The United States is Ã’actually screening fewer people (for the coronavirus than other countries) because we donÃ•t have appropriate t,0,FALSE
501,U.S. Vice President Pence urged people with coronavirus to go to the police.,0,FALSE
502,U.S. Senator Lindsey Graham says President Trump Ã’probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and C,0,FALSE
503,Post says Ã’sanitizer will do nothing for the coronavir,0,FALSE
504,"A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isnÃ•t Ã’newÃ“ and is evidence of Ã’how much the media c",1,FALSE
505,Journalist claims a coronavirus patient was murdered.,0,FALSE
506,�Coronavirus hoax,0,FALSE
507,"Post says two patients at Valley Regional Medical Center in Brownsville, Texas, Ã’are being looked atÃ“ for possible coronavirus inf",0,FALSE
508,�Florida hospital reports a coronavirus �infestation� with multiple confirmed patients.�,1,FALSE
509,Photo shows a man wearing a Ã’government issued Saint Laurent hazardous materials su,1,FALSE
510,"�Shands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.�",0,FALSE
511,Pope Francis and two aides tested positive for coronavirus.,0,FALSE
512,Post says no one has died from the coronavirus in the United States.,0,FALSE
513,The coronavirus is Ã’simply the common co,0,FALSE
514,President Barack Obama Ã’waited six months to call swine flu an emergency after thousands di,1,FALSE
515,A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.,0,FALSE
516,CDC recommends men shave their beards to be protected against the new coronavirus.,0,FALSE
517,"14 points of expert advice about coronavirus, including symptoms, prevention and how it spreads.",0,FALSE
518,Doctors recommend carbon filter face masks to prevent coronavirus spread.,0,FALSE
519,A Ã’poll finds 38% of Americans say they will not drink Corona beer because of the vir,0,FALSE
520,�Every election year has a disease� � SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,0,FALSE
521,Election years in the United States coincide with major disease outbreaks.,0,FALSE
522,"�The coronavirus has made it to Mississippi and the lady that caught it wasn�t around anybody with it, which means it is airborne. If the wind blows it in your direction, you�ll have it also.�",0,FALSE
523,Florida man is arrested for robbery using cough as a weapon.,1,FALSE
524,"��Akira� is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the WHO advising Japan to postpone the Olympics because of a pandemic risk.�",0,FALSE
525,"�The blood test for coronavirus costs $3,200.�",0,FALSE
526,"�America has been vaccinating cattle for coronavirus for years, yet the news tells you it�s new and going to kill you all, so go buy a mask.�",0,FALSE
527,Lysol products can kill the novel coronavirus.,0,FALSE
528,"Starting in March, if you travel outside of the United States you wonÃ•t be allowed back in the country Ã’due to high risk of the coron",0,FALSE
529,Hair Weaves And Lace Front Wigs Made In China Likely To Contain coronavirus.,0,FALSE
530,Cocaine kills the coronavirus.,0,FALSE
531,�Hair weave and lace fronts manufactured in China may contain the coronavirus.�,0,FALSE
532,The CDC recommends men shave their beards to protect against coronavirus.,0,FALSE
533,CDC issued facial hair recommendation for novel coronavirus prevention.,0,FALSE
534,A post says Ã’hair weave and lace fronts manufactured in China may contain the coronavir,1,FALSE
535,A post say Ã’hair weave and lace fronts manufactured in China may contain the coronavir,0,FALSE
536,�Coronavirus,0,FALSE
537,Coronavirus is a bioweapon leaked from a Wuhan lab.,0,FALSE
538,President Trump claims the virus is under control and testing is available.,0,FALSE
539,Coronavirus patients are being Ã’cremated aliveÃ“ i,0,FALSE
540,"Evidence indicates COVID-19 escaped a Chinese lab that was researching it, causing the outbreak.",0,FALSE
541,The mortality rate for the flu is Ã’right aroundÃ“ that of the new cor,0,FALSE
542,Radio host Rush Limbaugh compares novel coronavirus to Ã’the common co,0,FALSE
543,"�The coronavirus is the common cold, folks.�",0,FALSE
544,Video says President Donald Trump spawned the Ã’Wuhan super virus outbreak under code name Ã”,1,FALSE
545,Bill Gates wrote a letter saying COVID-19 is teaching humans a lesson.,0,FALSE
546,Post says Ã’people of color may be immune to the coronavirus because of melan,0,FALSE
547,"20 million Chinese convert to Islam, and coronavirus does not affect Muslims.",0,FALSE
548,The Simpsons predicted the new coronavirus outbreak.,0,FALSE
549,A video says Ã’the coronavirus was invented and patented in the USA and then planted in Chi,0,FALSE
550,Coronavirus is a biological warfare weapon.,0,FALSE
551,Studies show the coronavirus was engineered to be a bioweapon.,0,FALSE
552,The 2008 book Ã’End of DaysÃ“ predicted the current coronavirus o,0,FALSE
553,20 million Chinese people converted to Islam after it was proven that the coronavirus does not affect Muslims.,0,FALSE
554,Data shows a massive release of sulfur dioxide gas near Wuhan.,0,FALSE
555,Popping bubble wrap exposes people to coronavirus.,0,FALSE
556,Cocaine kills the coronavirus.,0,FALSE
557,Latest research by Chinese scientists said coronavirus will render most male patients infertile.,0,FALSE
558,High levels of sulfur dioxide in Wuhan Ã’may be a sign of mass cremations of victims of the coronavir,0,FALSE
559,A residential building was set on fire in Wuhan to control spread of coronavirus.,0,FALSE
560,High-rise buildings have become human incinerators to combat the spread of the coronavirus.,0,FALSE
561,Silver Solution used on strains of coronavirus Ã’totally eliminates it. Kills it. Deactivates ,1,FALSE
562,"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",0,FALSE
563,"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",0,FALSE
564,"Coronavirus cases reported in Rome, Georgia.",0,FALSE
565,�Breaking,0,FALSE
566,The new coronavirus Ã’causes sudden death syndro,0,FALSE
567,Vitamin C stops or slows novel coronavirus.,0,FALSE
568,"The novel coronavirus contains Ã’pShuttle-SNÃ“ sequence, proving laboratory",0,FALSE
569,Video from China shows people fleeing from coronavirus quarantine.,1,FALSE
570,�The coronavirus was engineered by scientists in a lab.�,0,FALSE
571,Scientists Ã’are shocked to discover that weed kills coronavir,1,FALSE
572,�You�re more likely to die of influenza right now� than the 2019 coronavirus.,0,FALSE
573,Coronavirus contains Ã’HIV insertio,0,FALSE
574,"Chlorine dioxide kits sold online under various Ã’MMSÃ“ names Ã‘ Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution Ã‘ will cure ",0,FALSE
575,The new coronavirus contains HIV Ã’insertionsÃ“ and shows signs of being created i,1,FALSE
576,The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,0,FALSE
577,Bill Gates helped fund a patent for coronavirus.,0,FALSE
578,Scientists from Australia create the first vaccine for novel coronavirus,1,FALSE
579,Vitamin C can Ã’stopÃ“ the new coro,0,FALSE
580,Scientists claim the Wuhan coronavirus is an HIV-1 engineered Ã’super weap,1,FALSE
581,"�When using a medical mask, you�re supposed to wear the white side out when you�re not sick.�",1,FALSE
582,The coronavirus is Ã’a military bio-weapon developed by ChinaÃ•,0,FALSE
583,"Charles Lieber, a Harvard University professor who was arrested, had a connection to the new coronavirus.",0,FALSE
584,The novel coronavirus is not a new virus.,0,FALSE
585,The coronavirus isnÃ•t new because Ã’Lysol has it listed as one of the viruses it,0,FALSE
586,"The coronavirus was called a Ã’plagueÃ“ by the WHO; 2.9 million were infected and 950,6",1,FALSE
587,"�Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.�",0,FALSE
588,Coronavirus hits a 15% fatality rate.,0,FALSE
589,Romania developed a coronavirus vaccine able to cure white people only.,0,FALSE
590,Coronavirus is in Des Moines. (Jan. 29),0,FALSE
591,"Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated.",0,FALSE
592,�Clorox bottle claimed it could kill (the 2019 coronavirus)� before it was developed.�,0,FALSE
593,Drinking a bleach solution will prevent you from getting the coronavirus.,0,FALSE
594,KNUST students discover vaccine for coronavirus and cure patient in Câ„¢te dÃ,0,FALSE
595,�Bill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus � in simulation ran 3 months ago�,0,FALSE
596,The coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,0,FALSE
597,The coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,1,FALSE
598,"10,000 people have died in Wuhan, China.",1,FALSE
599,"An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak.",0,FALSE
600,A Ã’Chinese spy teamÃ“ working in a Canadian government lab sent Ã’pathogens to the Wuhan facilityÃ“ prior to the coron,0,FALSE
601,China Ã’stole coronavirus from Canada and weaponized it into a Bioweap,0,FALSE
