news,label_1,label_2
Initial lack of evidence for human-to-human COVID-19 transmission unusual.,0,FALSE
Drinking alcohol beverages can help prevent COVID-19.,1,FALSE
IPhoto shows people falling dead on Italian streets from COVID-19.,0,FALSE
Coronavirus is infectious in the air for 8 hours and everyone must wear a face mask.,0,FALSE
"Italian Prime Minister Giuseppe Conte said, Ã’We have lost control, we have killed the epidemic physically and mentally. CanÃ•t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your ",0,FALSE
Black people are immune to the coronavirus.,0,FALSE
Boiled orange peels with cayenne pepper are a cure for coronavirus.,0,FALSE
�Go to 2020census.gov and fill out this census form so you can get your stimulus check.�,0,FALSE
"�In Chicago, COVID-19 actually lowered the death rate.�",0,FALSE
COVID-19 stands for Ã’Chinese Originated Viral Infectious Disea,1,FALSE
Coronavirus cases linked to 5G rollout.,0,FALSE
Photo shows coffins from coronavirus outbreak in Italy.,0,FALSE
"�If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.�",0,FALSE
Biden campaign claims a top CDC official was Ã’silenc,0,FALSE
A post shared thousands of times on Facebook lists companies whose chief executive officers have allegedly stepped down during the novel coronavirus crisis.,0,FALSE
Quotes Joe Biden as saying Ã’people who have never died before are now dying from coronavir,0,FALSE
A video from a British broadcaster shows Italian coronavirus victims got taken down.,0,FALSE
Fill out a 2020 U.S. Census form to receive an economic stimulus payment.,0,FALSE
Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.,1,FALSE
Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.,1,FALSE
US Homeland Security mobilizing National Guard to combat coronavirus.,0,FALSE
"Muammar Gaddafi predicted the current coronavirus pandemic, and warned it would be created by the same people who would then sell the Ã’antidot",0,FALSE
ItalyÃ•s president was caught on camera crying over and regretting countryÃ•s coronavirus r,0,FALSE
Joe Biden tested positive for coronavirus.,0,FALSE
"ThereÃ•s definitive proof that chloroquine, hydroxychloroquine, are effective against COVID",0,FALSE
Using sauna or aiming a hairdryer at oneÃ•s nose will kill the coronavi,0,FALSE
BelgiumÃ•s health minister banned sex inside or with 3 or more peo,0,FALSE
Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,0,FALSE
�Fish tank additive may treat coronavirus.�,0,FALSE
Fox News won Pulitzer for coronavirus coverage.,0,FALSE
�Wisconsin is the only state where all Republicans voted against protecting its citizens.�,1,FALSE
"The Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase.",0,FALSE
Bill Gates has access to your DNA and ownership in WHO.,1,FALSE
Biden claims that Trump eliminated the White House pandemic office.,0,FALSE
"Donald Trump said about coronavirus, Ã’People are dying who have never died befo",1,FALSE
5G technology caused the coronavirus.,0,FALSE
WHO director overstated COVID-19 fatality rate as higher than flu.,1,FALSE
Claim that Ã’there is noÃ“ COVID-1,1,FALSE
"Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they Ã’will enter your home and physically attempt robbe",0,FALSE
Walmart is closing hundreds of its stores.,0,FALSE
Breathing air from a hair dryer or a sauna can prevent or cure COVID-19,0,FALSE
Cristiano Ronaldo bought private island to escape coronavirus.,0,FALSE
Trump said Ã’people are dying who have never died befo,0,FALSE
Martial law is imminent in United States.,0,FALSE
Obama family flown to private island to escape coronavirus pandemic.,0,FALSE
"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was Ã’readyÃ“ to be admin",0,FALSE
"The federal government is Ã’preparing to mobilize the national guard,Ã“ Ã’dispatch them across the US with militaryÃ“ and Ã’announce a nationwide 1 week quarantin",0,FALSE
Link takes viewers to application for FEMA assistance in the US.,0,FALSE
For coronavirus cases Ã’in the U.S. 38% of those hospitalized are under ,1,FALSE
Image claims to show dozens of coffins of Italians who have died from COVID-19.,0,FALSE
�Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.�,0,FALSE
These at-home Coronavirus testing kits are real.,0,FALSE
"COVID-19 is no worse than other outbreaks that have occurred in Ã’every election year,Ã“ suggesting that the new coronavirus is being Ã’hypedÃ“ to hurt Preside",1,FALSE
"President Donald Trump said, Ã’People are dying who have never died befo",0,FALSE
"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining CanadaÃ•s alleged response to the outbreak flourished on social me",0,FALSE
"The coronavirus Ã’snuck up on us,Ã“ adding that it is Ã’a very unfore",0,FALSE
"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weÃ•ve been mak",0,FALSE
Evidence shows the WHO director-general overstated COVID-19 fatality rate,1,FALSE
5G Technology believed to have caused the coronavirus.,1,FALSE
"2019 coronavirus can live for Ã’up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless ste",0,FALSE
Trump Is Promising To Send Americans Checks Ã Only After Checking PeopleÃ•s Social Media H,1,FALSE
"�China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that�s why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.�",0,FALSE
5G Technology Believed To Have Caused coronavirus,0,FALSE
Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate,0,FALSE
American fast-food chain HardeeÃ•s is advising truckers to walk up to drive-thrus during coronavirus pande,0,FALSE
U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyoneÃ•s calls and see everyoneÃ•s private m,0,FALSE
"President Donald Trump tweeted, Ã’I ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldnÃ•t think of offending you with a check if IÃ•m not your presi",1,FALSE
A dog vaccine can be used against coronavirus in people.,1,FALSE
President TrumpÃ•s use of data for deaths from swine flu and seasonal ,0,FALSE
Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?,1,FALSE
15 minutes in a sauna will kill the coronavirus.,0,FALSE
�U.S. deaths since 1/22/20,0,FALSE
"�While all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryption� which means �the government will be able to see all of your messages and listen to all of your calls.�",0,FALSE
Eating bananas prevents coronavirus.,1,FALSE
Italy has mandated no treatment of all elderly patients for coronavirus.,0,FALSE
Having a beard increases your chances of getting coronavirus.,1,FALSE
All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.,0,FALSE
The WHO coronavirus test Ã’was a bad te,1,FALSE
List comparing diseases with coronavirus.,1,FALSE
�People are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!�,0,FALSE
COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.,0,FALSE
U.S. President Donald Trump or presidential candidate Joe Biden referred to the novel coronavirus pandemic as a time when Ã’people are dying that have never died befo,0,FALSE
"In the United States, WIC receivers still only get one type of food during a pandemic.",0,FALSE
Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.,0,FALSE
"�All U.S. citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting 3/17/20.�",0,FALSE
A flyer offers official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the U.S. state of Oregon.,0,FALSE
"�I�ve always known this is a real, this is a pandemic. I�ve felt it was a pandemic long before it was called a pandemic.�",0,FALSE
President Donald Trump in the next 48 to 72 hours will impose a nationwide Ã’mandatory quaranti,1,FALSE
Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,0,FALSE
Tanker train marked with Ã’COVID-19Ã“ on i,0,FALSE
A military Humvee labeled Ã’COVID-19 quarantine teamÃ“ was on Interstate 696 in M,1,FALSE
Gargling water with salt or vinegar Ã’eliminatesÃ“ the coro,1,FALSE
CDC warns people that morel mushroom increases coronavirus risk by 200%.,0,FALSE
"Flu vaccine increases coronavirus risk 36%, says military study.",0,FALSE
The government is closing businesses to stop the spread of coronavirus even though Ã’the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to somethin,1,FALSE
President Donald Trump is Ã’announcing tomorrow that the U.S. is going into quarantine for the next 14 da,0,FALSE
Photos show animals returning to clear Venice canals.,1,FALSE
President Donald Trump Ã’will evoke (sic) what is called the Stafford actÃ“ and Ã’order a two week mandatory quarantine for ,0,FALSE
"�Now, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.�",1,FALSE
�Sunlight actually can kill the [novel coronavirus].�,1,FALSE
All baby formula providers are shipping formula for free during the coronavirus outbreak.,0,FALSE
Claim that Dr. Anthony FauciÃ•s statement that the coronavirus death rate is 10 times that of the seasonal flu is Ã’a claim without any scientific,1,FALSE
No evidence that 5G is being forcibly installed in schools.,0,FALSE
Dallas student celebrating spring break collapses from coronavirus.,0,FALSE
Coronavirus is the least deadly virus.,0,FALSE
Cristiano Ronaldo is turning his hotels into hospitals to fight coronavirus.,0,FALSE
WalMart reducing hours of operation.,0,FALSE
The WHO offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.�,0,FALSE
Says businesses will give you free baby formula during the coronavirus outbreak.,1,FALSE
"�George Soros owns the WuXi PHARMA LAB located in Wuhan, China, where COVID-19 was developed and conveniently broke out.�",1,FALSE
Did genetic mutations cause the coronavirus to become more dangerous.,1,FALSE
"President Donald Trump Ã’cut funding to the CDC,Ã“ Ã’fired the Pandemic Response Team,Ã“ Ã’refused WHO testsÃ“ and Ã’wasted two weeks calling this ",0,FALSE
"A meme shows an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above barren shelves during the ongoing COVID-19 pandemic.",0,FALSE
Coronavirus is just Ã’the damn f,1,FALSE
A video viewed more than 2.4 million times on Facebook urges people to inhale steam to Ã’killÃ“ the novel coro,0,FALSE
The novel coronavirus is not new.,0,FALSE
�COVID-19 started because we eat animals.�,1,FALSE
"A meme posted offers mixed advice Ã‘ some true, some false Ã‘ about coronavirus pro",0,FALSE
"�So Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.�",1,FALSE
�Bill Gates told us about the coronavirus in 2015.�,0,FALSE
"Says that Ã’over a 45-minute period that we had the press conferenceÃ“ on the coronavirus on March 13, 2020, the stock market set Ã’an all-t",0,FALSE
Curfew issued for Bossier city due to coronavirus.,1,FALSE
CEO Resignations Are Linked To Global Conspiracy.,1,FALSE
Coronavirus is found in crab legs.,0,FALSE
Military on streets of Philadelphia preparing to invoke martial law and bring citizens to FEMA camps.,0,FALSE
A post shows a rail freight tanker with Ã’COVID-19Ã“ stamped on o,1,FALSE
�Italy has decided not to treat their elderly for this virus.�,0,FALSE
LGBTQ people in the US are demanding to be treated first for coronavirus.,0,FALSE
Says The New York Times exposed the Ã’real reason behind coronavirus ,0,FALSE
The coronavirus scare began after impeachment.,0,FALSE
�It�s actually the safest time to fly.�,1,FALSE
Supermarkets are recalling coronavirus-infected toilet paper.,0,FALSE
Man did pass along coronavirus infection at a WalMart in Louisiana.,0,FALSE
In South Florida Ã’all children and adults must remain in their homesÃ“ due to coro,0,FALSE
NYC did implement a citywide quarantine.,0,FALSE
"A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to Ã’protect against coronavir",0,FALSE
Drinking Ã’water a lot and gargling with warm water and salt or vinegar eliminatesÃ“ the coro,0,FALSE
"""President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.""",0,FALSE
"A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the Ã’least deadly vir",0,FALSE
The U.S. presidential election is canceled due to coronavirus.,0,FALSE
Of the Trump administrationÃ•s European travel restrictions that exempt the ,1,FALSE
Australian hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1,FALSE
A former and controversial CIA officer said coronavirus was made in a lab.,0,FALSE
"If you donate blood, Ã’they HAVE to test youÃ“ for coro",1,FALSE
"�During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.�",0,FALSE
"Donald Trump claims Joe Biden Ã’was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings and a 78% approval rating, the highest on record. His was lowe",1,FALSE
Says Nancy Pelosi was Ã’caught trying to include abortion funding in bill to combat coronavir,0,FALSE
"In 2007, Ã’The SimpsonsÃ“ predicted Tom Hanks would contract coronavirus ",0,FALSE
�The CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.�,1,FALSE
Says Tom Hanks has a volleyball to keep him company while heÃ•s quaranti,0,FALSE
COVID-19 came to the United States in 2019.,0,FALSE
�MSNBC actually said on air �I hope enough people die from coronavirus that it harms Trump�s re-election.��,0,FALSE
�NYC man drops dead in middle of street � suspected coronavirus!�,0,FALSE
The health insurance industry has Ã’agreed to waive all co-payments for coronavirus treatmen,0,FALSE
Coronavirus found in toilet paper.,0,FALSE
Gargling salt water and vinegar will kill the virus.,0,FALSE
You can monitor yourself for COVID-19 with a breath test.,0,FALSE
Tweet says Daniel Radcliffe has the coronavirus.,1,FALSE
Post says Harvard scientists say the coronavirus is Ã’spreading so fast that it will infect 70% of humanity this ye,0,FALSE
Every U.S. election year has a disease outbreak.,0,FALSE
"10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.",0,FALSE
Post says Ã’President Trump has come into contact with a potential coronavirus suffer,0,FALSE
Donating blood in the U.S. can get you a novel coronavirus test.,0,FALSE
Says 80% of novel coronavirus cases are Ã’mi,0,FALSE
Post says Ã’being exposed to the sun for two hoursÃ“ kills the 2019 coro,0,FALSE
Freshly boiled garlic water is a cure for coronavirus.,0,FALSE
Department of Homeland Security official says illegal border crossings may spread coronavirus.,0,FALSE
A NYC Man With Suspected Coronavirus Drops Dead in the Middle of the Street.,1,FALSE
Hand sanitizer will Ã’do nothing for the coronavir,0,FALSE
�(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?�,1,FALSE
�Coronavirus � 22. Clintons � 39.�,0,FALSE
States are imposing mandatory leave and statewise school closures due to coronavirus.,0,FALSE
"A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",1,FALSE
Consuming colloidal silver can prevent or treat novel coronavirus.,0,FALSE
"U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.",1,FALSE
�More people have died from knowing Hillary (Clinton)� than from coronavirus.,0,FALSE
"As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.",0,FALSE
Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.,0,FALSE
Bloggers say Nancy Pelosi delayed coronavirus funding so Ã’Dems could campaign on ,0,FALSE
The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,0,FALSE
CDC sponsored Facebook post asking for help with Ã’escapedÃ“ coronavirus ,0,FALSE
"If the coronavirus gets in your mouth, Ã’drinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the vir",0,FALSE
�Anybody that wants a test (for the coronavirus) can get a test.�,0,FALSE
Donating plasma or blood is free testing for the coronavirus.,0,FALSE
Novel coronavirus has a 99.7% survival rate.,0,FALSE
"The coronavirus test costs $3,200.",1,FALSE
Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.,0,FALSE
"President Donald Trump tweeted, Ã’Coronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at invent",1,FALSE
The coronavirus outbreak is caused by 5G technology.,1,FALSE
Shanghai government officially recommends Vitamin C for COVID-19.,1,FALSE
Officials say coronavirus killed 200 in Iran.,1,FALSE
"�Man visited Albany, N.Y., days before dying from coronavirus.�",0,FALSE
TrumpÃ•s effort to blame Obama for sluggish coronavirus test,0,FALSE
"�The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6.�",0,FALSE
The common cold is the only type of coronavirus.,0,FALSE
The media Ã’pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavir,0,FALSE
�The Obama administration made a decision on testing that turned out to be very detrimental to what we�re doing� on the coronavirus.,0,FALSE
The Obama administration Ã’didnÃ•t do anything aboutÃ�,1,FALSE
"�With regard to the cost, let me be very clear",0,FALSE
Patents mean deadly diseases and viruses were created or invented in a lab.,0,FALSE
Ads are selling masks protecting against COVID-19.,0,FALSE
Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,0,FALSE
Video shows President Donald Trump saying COVID-19 is the DemocratsÃ• Ã’ne,1,FALSE
An image shows Senate Minority Leader Chuck Schumer criticizing President TrumpÃ•s restrictions on foreign nationals traveling to the U.S. from Ch,0,FALSE
The government Ã‘ or specific states such as Michigan or Florida Ã‘ has mandated that employers and schools close for tw,0,FALSE
Pope Francis and his two aides have been infected with the new coronavirus,0,FALSE
A bovine vaccine can be used to inoculate people against coronavirus.,0,FALSE
The United States is Ã’actually screening fewer people (for the coronavirus than other countries) because we donÃ•t have appropriate t,0,FALSE
U.S. Vice President Pence urged people with coronavirus to go to the police.,0,FALSE
U.S. Senator Lindsey Graham says President Trump Ã’probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and C,0,FALSE
Post says Ã’sanitizer will do nothing for the coronavir,0,FALSE
"A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isnÃ•t Ã’newÃ“ and is evidence of Ã’how much the media c",1,FALSE
Journalist claims a coronavirus patient was murdered.,0,FALSE
�Coronavirus hoax,0,FALSE
"Post says two patients at Valley Regional Medical Center in Brownsville, Texas, Ã’are being looked atÃ“ for possible coronavirus inf",0,FALSE
�Florida hospital reports a coronavirus �infestation� with multiple confirmed patients.�,1,FALSE
Photo shows a man wearing a Ã’government issued Saint Laurent hazardous materials su,1,FALSE
"�Shands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.�",0,FALSE
Pope Francis and two aides tested positive for coronavirus.,0,FALSE
Post says no one has died from the coronavirus in the United States.,0,FALSE
The coronavirus is Ã’simply the common co,0,FALSE
President Barack Obama Ã’waited six months to call swine flu an emergency after thousands di,1,FALSE
A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.,0,FALSE
CDC recommends men shave their beards to be protected against the new coronavirus.,0,FALSE
"14 points of expert advice about coronavirus, including symptoms, prevention and how it spreads.",0,FALSE
Doctors recommend carbon filter face masks to prevent coronavirus spread.,0,FALSE
A Ã’poll finds 38% of Americans say they will not drink Corona beer because of the vir,0,FALSE
�Every election year has a disease� � SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,0,FALSE
Election years in the United States coincide with major disease outbreaks.,0,FALSE
"�The coronavirus has made it to Mississippi and the lady that caught it wasn�t around anybody with it, which means it is airborne. If the wind blows it in your direction, you�ll have it also.�",0,FALSE
Florida man is arrested for robbery using cough as a weapon.,1,FALSE
"��Akira� is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the WHO advising Japan to postpone the Olympics because of a pandemic risk.�",0,FALSE
"�The blood test for coronavirus costs $3,200.�",0,FALSE
"�America has been vaccinating cattle for coronavirus for years, yet the news tells you it�s new and going to kill you all, so go buy a mask.�",0,FALSE
Lysol products can kill the novel coronavirus.,0,FALSE
"Starting in March, if you travel outside of the United States you wonÃ•t be allowed back in the country Ã’due to high risk of the coron",0,FALSE
Hair Weaves And Lace Front Wigs Made In China Likely To Contain coronavirus.,0,FALSE
Cocaine kills the coronavirus.,0,FALSE
�Hair weave and lace fronts manufactured in China may contain the coronavirus.�,0,FALSE
The CDC recommends men shave their beards to protect against coronavirus.,0,FALSE
CDC issued facial hair recommendation for novel coronavirus prevention.,0,FALSE
A post says Ã’hair weave and lace fronts manufactured in China may contain the coronavir,1,FALSE
A post say Ã’hair weave and lace fronts manufactured in China may contain the coronavir,0,FALSE
�Coronavirus,0,FALSE
Coronavirus is a bioweapon leaked from a Wuhan lab.,0,FALSE
President Trump claims the virus is under control and testing is available.,0,FALSE
Coronavirus patients are being Ã’cremated aliveÃ“ i,0,FALSE
"Evidence indicates COVID-19 escaped a Chinese lab that was researching it, causing the outbreak.",0,FALSE
The mortality rate for the flu is Ã’right aroundÃ“ that of the new cor,0,FALSE
Radio host Rush Limbaugh compares novel coronavirus to Ã’the common co,0,FALSE
"�The coronavirus is the common cold, folks.�",0,FALSE
Video says President Donald Trump spawned the Ã’Wuhan super virus outbreak under code name Ã”,1,FALSE
Bill Gates wrote a letter saying COVID-19 is teaching humans a lesson.,0,FALSE
Post says Ã’people of color may be immune to the coronavirus because of melan,0,FALSE
"20 million Chinese convert to Islam, and coronavirus does not affect Muslims.",0,FALSE
The Simpsons predicted the new coronavirus outbreak.,0,FALSE
A video says Ã’the coronavirus was invented and patented in the USA and then planted in Chi,0,FALSE
Coronavirus is a biological warfare weapon.,0,FALSE
Studies show the coronavirus was engineered to be a bioweapon.,0,FALSE
The 2008 book Ã’End of DaysÃ“ predicted the current coronavirus o,0,FALSE
20 million Chinese people converted to Islam after it was proven that the coronavirus does not affect Muslims.,0,FALSE
Data shows a massive release of sulfur dioxide gas near Wuhan.,0,FALSE
Popping bubble wrap exposes people to coronavirus.,0,FALSE
Cocaine kills the coronavirus.,0,FALSE
Latest research by Chinese scientists said coronavirus will render most male patients infertile.,0,FALSE
High levels of sulfur dioxide in Wuhan Ã’may be a sign of mass cremations of victims of the coronavir,0,FALSE
A residential building was set on fire in Wuhan to control spread of coronavirus.,0,FALSE
High-rise buildings have become human incinerators to combat the spread of the coronavirus.,0,FALSE
Silver Solution used on strains of coronavirus Ã’totally eliminates it. Kills it. Deactivates ,1,FALSE
"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",0,FALSE
"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.",0,FALSE
"Coronavirus cases reported in Rome, Georgia.",0,FALSE
�Breaking,0,FALSE
The new coronavirus Ã’causes sudden death syndro,0,FALSE
Vitamin C stops or slows novel coronavirus.,0,FALSE
"The novel coronavirus contains Ã’pShuttle-SNÃ“ sequence, proving laboratory",0,FALSE
Video from China shows people fleeing from coronavirus quarantine.,1,FALSE
�The coronavirus was engineered by scientists in a lab.�,0,FALSE
Scientists Ã’are shocked to discover that weed kills coronavir,1,FALSE
�You�re more likely to die of influenza right now� than the 2019 coronavirus.,0,FALSE
Coronavirus contains Ã’HIV insertio,0,FALSE
"Chlorine dioxide kits sold online under various Ã’MMSÃ“ names Ã‘ Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution Ã‘ will cure ",0,FALSE
The new coronavirus contains HIV Ã’insertionsÃ“ and shows signs of being created i,1,FALSE
The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,0,FALSE
Bill Gates helped fund a patent for coronavirus.,0,FALSE
Scientists from Australia create the first vaccine for novel coronavirus,1,FALSE
Vitamin C can Ã’stopÃ“ the new coro,0,FALSE
Scientists claim the Wuhan coronavirus is an HIV-1 engineered Ã’super weap,1,FALSE
"�When using a medical mask, you�re supposed to wear the white side out when you�re not sick.�",1,FALSE
The coronavirus is Ã’a military bio-weapon developed by ChinaÃ•,0,FALSE
"Charles Lieber, a Harvard University professor who was arrested, had a connection to the new coronavirus.",0,FALSE
The novel coronavirus is not a new virus.,0,FALSE
The coronavirus isnÃ•t new because Ã’Lysol has it listed as one of the viruses it,0,FALSE
"The coronavirus was called a Ã’plagueÃ“ by the WHO; 2.9 million were infected and 950,6",1,FALSE
"�Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.�",0,FALSE
Coronavirus hits a 15% fatality rate.,0,FALSE
Romania developed a coronavirus vaccine able to cure white people only.,0,FALSE
Coronavirus is in Des Moines. (Jan. 29),0,FALSE
"Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated.",0,FALSE
�Clorox bottle claimed it could kill (the 2019 coronavirus)� before it was developed.�,0,FALSE
Drinking a bleach solution will prevent you from getting the coronavirus.,0,FALSE
KNUST students discover vaccine for coronavirus and cure patient in Câ„¢te dÃ,0,FALSE
�Bill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus � in simulation ran 3 months ago�,0,FALSE
The coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,0,FALSE
The coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,1,FALSE
"10,000 people have died in Wuhan, China.",1,FALSE
"An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak.",0,FALSE
A Ã’Chinese spy teamÃ“ working in a Canadian government lab sent Ã’pathogens to the Wuhan facilityÃ“ prior to the coron,0,FALSE
China Ã’stole coronavirus from Canada and weaponized it into a Bioweap,0,FALSE
The Chinese Communist Party Ã’will finally admit that the real source of the coronavirus is from Ã”a lab in WuhanÃ• linked to its covert biological weapo,0,FALSE
�In �Resident Evil� the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.�,1,FALSE
A post says the coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,0,FALSE
Event 201 Ã’gave out stuffed souvenir coronavirus toysÃ“ to Ã’commemorateÃ“ novel coron,0,FALSE
"10,000 people have died in Wuhan, China.",0,FALSE
A post says the coronavirus can be slowed or stopped with the Ã’immediate widespread use of high doses of vitamin,0,FALSE
A spray could protect against the coronavirus outbreak.,0,FALSE
Authorities have identified that the international chemical-warfare terrorist Ã”Samuel Whitcomb HydeÃ• is behind the deadly China Ã”co,0,FALSE
A tabletop exercise using a model of the current outbreak Ã’predictedÃ“ 65 million people could die from the coro,0,FALSE
"�The new fad disease called the �coronavirus� is sweeping headlines. Funny enough, there was a patent for the coronavirus was filed in 2015 and granted in 2018.�",0,FALSE
�So let me get this straight about this virus. It�s �new� yet it was lab created and patented in 2015 (in development since 03�).�,1,FALSE
A 2015 research article about a lab-made coronavirus referred to the current outbreak.,0,FALSE
�So let me get this straight about this virus. It�s �new� yet it was lab created and patented in 2015 (in development since 03�).�,1,FALSE
�So let me get this straight about this virus. It�s �new� yet it was lab created and patented in 2015 (in development since 03�).,1,FALSE
"That the China-centered coronavirus had infected 2.8 million people and killed 112,000.",1,FALSE
�[The coronavirus is] �new� yet it was lab-created and patented in 2015�.,0,FALSE
�There�s magically already a vaccine available.�,0,FALSE
�There�s magically already a vaccine available.�,0,FALSE
"�A patent on this �new� coronavirus expired on the 22nd (of January), today�.",0,FALSE
�There�s magically already a vaccine available.�,0,FALSE
"Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died.",0,FALSE
US President Donald Trump has suggested studying the injection of disinfectant as a COVID-19 treatment.,0,FALSE
The April 22 jump in COVID-19 cases in the United States was related to the election.,0,FALSE
A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19,1,FALSE
"Trey Gowdy said, â€œIâ€™m not saying COVID-19 isnâ€™t realâ€¦. But pay attention folks, thereâ€™s much more going ",1,FALSE
A Pentagon study found that people who get the flu vaccine are 36% more likely to get COVID-19.,0,FALSE
?rump said ?undreds?of governors are calling him? we only have 50.?,0,FALSE
